nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
57,36,21,9,60,39,44,50,1,3,10,58,482.01717299999984,499.34432,422.7683,416.4827,14.442862420313054,8.134316779442763,121.0352003671137,30.110096696128544,90.92033382683243,101.10903804266655,33.89134700000001,521.1085236720905,9,-0.9838964276787768,85.0
50,24,26,3,53,27,46,49,6,2,3,43,373.08604799999983,403.33290800000003,334.42149999999987,326.15,11.967985685795515,7.7974828372490546,84.83122915815031,14.949917743481462,29.02786952969093,52.33333333333334,27.819381999999994,326.1881946920007,1,-3.469593217860715,33.0
53,29,24,4,57,33,44,51,6,1,6,50,419.60574399999985,448.926936,377.24849999999986,369.604,11.976509342167999,8.077825946960086,94.0015256015443,24.627188331288924,48.42883991874712,54.718137597631646,32.651968,401.1750844680007,4,-3.646984311278161,86.0
28,16,12,1,29,17,22,25,0,0,6,23,224.92173300000005,235.213438,198.608,194.833,6.413141333821714,3.4408083806851337,54.533893496346884,15.370440161812711,36.12682196374094,30.92896415973797,18.844484,241.073037684,2,-3.7571376928606055,88.0
63,27,36,3,65,29,58,61,8,1,3,44,462.89223599999985,487.23672400000004,401.5685,391.4500000000001,14.694784934241714,9.504027193148474,98.00679121508131,9.843390348640755,16.490823152189336,55.99999999999999,38.719452000000025,372.26644501200104,6,-6.568205483620925,20.0
33,17,16,2,34,18,22,28,2,0,2,24,247.30659600000004,257.091504,213.6135,208.0,8.022107218634183,3.770371386317005,58.55803828598929,9.531400137871868,12.893042487642472,37.833333333333336,18.655312,228.115029752,4,-4.4452835006104765,35.0
43,20,23,2,43,20,35,38,0,0,3,25,324.94075199999986,330.43648,274.5215,268.983,9.273545539966044,5.07088111126458,67.72854440490346,15.533486938863136,42.89329481320379,47.66666666666667,27.659761,277.1790269760006,7,-3.9083715004784736,83.0
49,22,27,4,50,23,44,47,5,3,5,33,373.1958,388.757012,321.82599999999996,315.45400000000006,10.736764892332774,6.630426754282532,77.08250243277661,25.373233742328487,52.32204497057586,52.24999999999999,29.392588999999994,309.19400834400074,5,-2.71170091042156,30.0
51,29,22,5,54,32,40,46,2,1,5,49,402.06274499999984,423.66922800000003,354.5535,346.279,14.487398132032588,7.556111206854397,95.4106015831628,20.06008868349757,56.60156076134118,71.8505673920803,31.150554,414.12494280400057,5,-3.7693197337474067,30.0
53,26,27,4,58,31,52,55,10,3,5,51,403.35786399999984,449.15013200000004,374.0175,365.625,12.22923936769807,8.99481312416816,89.82294161824642,20.056445138322168,57.15982914282599,55.49999999999999,30.532588999999994,357.1940083440008,2,-2.7328792386616034,21.5
29,17,12,3,30,18,17,24,0,1,4,26,231.5661800000001,237.125552,199.37900000000002,195.325,6.397963376455031,3.546978182061187,56.099429028362124,9.67362704263206,20.62691085153112,44.82620370370371,16.624483999999995,232.08479224400003,2,-2.51652232333942,96.0
50,25,25,3,55,30,48,51,8,2,4,50,376.56922000000003,422.52744800000005,352.0675,343.67500000000007,11.779811022612494,8.288258420525626,85.36637832823205,14.949917743481462,45.94933536023699,51.33333333333333,28.52617499999999,339.1834436600007,2,-3.657709864241159,40.0
45,24,21,4,49,28,41,44,6,2,5,46,347.96604799999994,381.46925600000003,318.892,311.675,10.462854720353244,7.036021327584839,81.43640472381618,14.949917743481462,51.73258030660193,56.0,25.381346999999995,327.14705815200057,2,-3.014470080462972,2.0
48,25,23,4,53,30,46,49,8,2,5,50,368.943492,410.78555200000005,343.117,335.17500000000007,11.16834424717031,8.112763379571025,85.22361249428735,14.949917743481462,51.73258030660193,55.33333333333334,27.387760999999994,341.1627082160006,2,-3.159041092920168,22.25
46,20,26,2,49,23,47,47,9,1,2,36,337.11278399999986,365.830572,301.9145,293.95,10.849574735162603,8.199265682499146,72.44901859121661,5.106527394840706,16.993738728953947,40.25,26.951381999999995,274.1932800720005,0,-2.8823597946904917,2.62
31,17,14,3,32,18,20,26,0,1,2,25,239.6808680000001,247.703144,206.621,201.7,7.408734419679417,3.5937984632880755,58.58229738979651,9.843390348640755,18.18563022407009,42.16666666666667,16.648897999999996,230.094294308,3,-3.109375533485341,97.0
48,23,25,2,50,25,38,44,3,0,3,36,362.202561,385.16965199999987,318.6281,310.4788,13.632530753920314,6.420719529172702,76.51945945621941,9.883888251797686,51.23939562005294,30.96302924996003,34.586175000000004,335.16674804000075,5,-4.702777955831231,71.5
73,41,32,14,77,45,64,70,10,8,14,67,605.5088039999998,633.289724,530.9169999999998,522.3499999999998,15.92513304145052,10.91119327658426,153.842567464505,64.53653392772588,114.65413063026035,115.83333333333331,41.650624000000036,580.1792057040008,6,0.4155840553642456,20.0
50,23,27,3,51,24,43,46,6,1,2,32,374.92511599999983,386.60372,319.8735,312.30400000000003,11.444562758384578,7.175914254874432,80.06774050284265,10.423315998847038,23.024853241292018,54.33333333333334,29.392588999999994,317.1990937240008,6,-3.477276748672817,73.0
54,29,25,4,57,32,45,51,8,2,5,45,429.46145199999984,449.413192,376.733,369.004,12.778443420657865,7.913657204277148,95.34230034949852,25.003569301287843,47.71843315249977,47.27282935218466,31.348175,405.1751647200007,6,-4.97020679183226,50.0
44,27,17,7,46,29,26,37,2,2,6,43,361.1473399999999,368.019348,309.763,303.425,9.941839913583882,6.14528466856612,93.14652170236616,19.197305374526113,26.718765013376466,71.39092072940285,23.972519000000002,371.1005018840004,5,-4.2242488541977,3.0
65,33,32,2,68,36,50,60,2,0,7,48,493.29098499999986,526.1283540000002,439.7071,429.5999000000001,15.460212276192985,8.54044683383092,109.64609540393398,9.636772684650527,58.57815811616385,59.454956402389726,42.056624000000035,469.22445294400086,10,-5.599906286540398,20.0
38,19,19,1,40,21,28,34,1,0,2,28,279.39293999999995,302.26320400000003,251.43,245.025,9.142326092697076,4.397561181062279,64.52538563907217,4.736862953800049,25.09922008395316,36.33333333333332,22.506933,253.146664228,1,-3.899034548183123,36.0
36,21,15,5,38,23,28,34,3,3,10,34,301.48939599999994,319.335044,270.119,267.108,6.750947772984308,4.970087700683268,72.05554936630975,30.526975569284406,66.86719606419045,56.083888888888886,23.080105,297.1073185800005,3,0.4432138200314065,11.0
85,40,45,4,88,43,74,80,8,2,6,61,636.383013,671.308872,556.107,542.8330000000002,22.432175329037644,12.146006681690194,135.155333217369,20.846631997694075,69.49626369623441,87.17532611186245,52.19031500000007,567.3130779200012,9,-6.050714092286793,50.0
88,42,46,13,91,45,91,91,17,7,19,67,717.2633359999999,751.8988760000002,627.9319999999999,620.748,15.960932174457591,13.971468164487613,145.80992934358454,98.56887434965836,171.7271266978001,118.33333333333334,53.143522000000075,614.3122855320013,9,5.789003433723647,0.0
35,16,19,2,35,16,28,31,0,0,2,23,265.243712,271.974824,226.185,221.975,7.529308570802742,3.1623179937420045,54.291978394230526,9.636772684650527,46.231509715174845,36.31214805366592,25.654933,223.14410426809,2,-2.816559214613245,2.0
74,33,41,7,76,35,75,75,10,3,12,51,578.278052,608.129812,505.8065,498.35699999999997,14.300350101036447,11.10316648137359,111.54226222838665,62.10161363922153,108.82798208077654,80.75,47.505487000000066,475.30059865200127,8,0.15787291136347714,0.0
34,20,14,1,37,23,24,30,3,0,4,34,261.324496,287.805172,242.6905,237.329,7.448971586756469,4.530003834628066,65.62262425671398,10.216698334856806,21.916977600393885,43.83333333333334,19.472898,266.1167610680003,1,-3.950038807367465,93.0
54,27,27,3,56,29,43,49,4,1,5,39,410.40941999999984,432.950708,360.903,353.1790000000001,12.149224180794835,6.996812543542262,90.69074639345648,20.06008868349757,47.839887638373746,60.50000000000001,33.110589000000004,369.20524172400076,7,-4.442404469854676,70.0
64,35,29,6,66,37,49,55,0,0,8,51,501.604076,517.173812,433.3847,424.54400000000004,14.419167993964608,7.944227291648875,117.08019763381745,14.790514511606428,49.07093924995206,88.33333333333334,37.747003000000014,479.2056356480008,9,-6.031428706609978,23.0
57,31,26,3,61,35,44,53,3,0,6,53,436.6744649999998,472.58385400000003,395.8365,386.25,16.534325193198136,7.93436524755813,102.73675879620473,14.040825555391455,53.77124191106906,59.011675441149166,36.36338200000001,483.1157537920008,4,-5.7543083079344415,5.0
24,15,9,4,24,15,16,19,0,0,5,18,204.802076,200.626292,170.5078,168.68900000000005,4.631688430108957,2.9002025973029264,51.79661824211743,10.154377187742963,29.12941566365675,46.33333333333333,13.368862999999996,211.059305768,5,-1.9839858590716053,76.25
26,12,14,0,27,13,21,24,3,0,2,17,189.86692800000003,203.824596,169.32,165.375,5.871235092870459,3.2580603497622307,42.529381003559706,0.0,23.47631664038745,22.5,16.894897999999998,162.115698448,1,-2.0108291940755616,30.0
43,25,18,6,44,26,33,36,0,0,7,37,349.63469199999986,352.24356,296.3987,291.019,9.43390062525698,5.544523457897286,85.36667581999278,14.790514511606428,23.971719165998906,70.16666666666664,25.001726,346.1164862960005,4,-3.8393701223921672,50.0
61,39,22,1,65,43,35,50,0,0,7,62,491.7038239999998,514.4294639999999,437.135,428.133,13.866925510236749,7.155582428623389,122.41437179507912,15.200676855804016,30.41019346093169,59.28980981559383,33.68755400000001,529.1837929840007,6,-8.742105378017996,30.0
32,22,10,4,33,23,24,27,0,0,4,37,289.682604,276.72856,237.6212,234.544,7.012183147711874,4.597817223616014,70.81765593076058,5.316788604006331,22.400530542890593,40.59263215702948,18.55307,317.06234046000026,2,-3.5767172043758078,94.5
47,28,19,6,48,29,36,39,1,0,8,41,381.63582399999984,383.212948,322.7657000000001,316.694,10.257625415992932,6.3070640283539205,93.7717457638973,14.790514511606428,30.07568555374721,80.00000000000001,26.574933,385.1273853280005,5,-3.9452179648028185,14.0
56,30,26,7,57,31,46,49,1,0,8,43,446.896184,451.873932,378.3302,371.269,12.289927234968214,7.4714733635174175,103.62624712066065,19.52737746540648,43.28944948277304,80.00000000000001,34.76338200000001,418.17400117200066,8,-4.767677733271602,12.0
52,28,24,6,53,29,42,45,0,0,7,41,412.56702399999983,417.5709,349.5662,342.769,11.523013801740921,6.973463823650688,95.76562545707169,14.790514511606428,30.578601130511817,75.00000000000001,31.020968,388.1634364880006,6,-4.648461285002727,5.5
30,21,9,5,31,22,17,23,0,0,7,30,257.05970500000006,256.6553,218.0117,214.069,8.919505017215362,3.8697406241662966,69.58747689206716,4.736862953800049,21.783774587068237,62.09948402200387,17.836863,307.02629138800023,4,-3.1245945902652967,70.0
33,23,10,5,34,24,24,27,3,0,5,36,297.71208,279.450188,239.0677,234.915,7.745372262280908,5.137223135867128,75.36432191855324,0.0,22.273045887912488,46.20207253554927,17.141070000000003,329.0511070800003,3,-3.97365354843427,90.0
32,21,11,3,34,23,19,25,0,0,4,32,257.6709,269.792164,228.7727,224.11900000000003,6.943129620128717,3.75502742648676,66.34801663987598,5.316788604006331,23.08693218685245,56.0,14.779276999999995,281.0800412120003,2,-4.511439083399154,75.5
46,26,20,6,47,27,36,39,0,0,7,38,370.6121359999999,374.01934,314.1212,308.269,10.133587536553913,6.084765215561941,88.80652526402523,14.790514511606428,30.578601130511817,71.66666666666667,27.00814,360.1321363600005,5,-4.234399253978409,50.0
23,17,6,5,24,18,15,18,0,0,6,25,208.20003600000007,207.872856,179.0073,177.46890000000005,4.1595944771564355,3.0737832312317,59.90448186218693,4.417150937053346,34.62987479990967,50.39139479402873,12.937242,238.033819292,3,-1.4119056575909867,87.0
20,15,5,9,19,14,16,16,1,0,9,17,206.98422000000005,185.808728,161.4894,162.95499999999996,2.21991434118375,3.0165856098489487,55.83614895349193,14.5127657512099,34.57758744557177,62.83333333333334,10.302034999999998,227.00257874,8,0.010540163045914321,1.0
42,21,21,2,42,21,35,38,0,0,8,26,326.77324599999986,333.02396400000003,277.2297,271.89799999999997,14.484168813676405,6.144235099395273,70.51274422917919,15.533486938863136,48.24782526130629,47.23233930905289,31.143346999999995,331.1136669120005,10,-3.5441045274388703,70.0
36,18,18,0,38,20,26,32,0,0,2,28,261.98388000000006,286.1709600000001,238.18400000000003,232.208,8.527862583641,4.017639008581459,62.160075062660454,10.633577208012664,18.492338119440245,35.0,19.197726,238.146998576,1,-3.67425346041762,27.0
23,12,11,3,23,12,17,20,1,3,4,16,184.48401600000008,186.873496,155.828,153.533,4.877423791481216,2.6421934622604297,41.61094158392432,21.0532496616843,21.864338590434688,35.833333333333336,10.465277,169.073893212,2,-0.3064476628033641,3.0
48,22,26,2,51,25,48,48,8,1,2,40,352.193816,380.911604,314.9195,306.45,11.550587429783914,8.456021194848729,78.66539114683968,5.106527394840706,16.490823152189332,46.66666666666666,26.951381999999995,298.19328007200073,0,-3.1750858754337985,64.0
22,11,11,2,22,11,16,19,1,2,3,14,171.1323000000001,174.486076,145.09799999999996,142.583,4.811975497396774,2.486964987277351,37.424526121980755,15.946722266843596,16.757811195593987,30.166666666666664,10.465276999999997,153.078978592,2,-0.719722889711045,5.0
26,14,12,0,26,14,20,23,2,0,1,20,214.22836400000003,204.8619,172.7,169.433,6.336673574716616,3.471361587864413,48.96124714995043,5.733667477162185,6.0418408291479615,8.594475623582767,14.807483999999995,203.09218404400002,2,-3.1651781329972786,85.0
41,23,18,3,43,25,30,37,0,1,5,36,328.24066400000004,340.91028,287.0295,281.6040000000001,9.137369461548438,5.528009679398984,73.84167266317009,19.890325377488868,41.82195795423421,45.49981032690855,24.896726,319.13321965600056,3,-3.250317688890157,35.0
51,23,28,2,54,26,51,51,9,1,2,41,373.17125999999985,402.687384,332.642,323.7,12.244019994720707,9.01668136662855,82.6450661635207,5.106527394840706,16.490823152189332,48.16666666666666,28.957795999999995,312.20893013600084,1,-3.5730397069315734,94.0
40,19,21,2,41,20,33,36,3,0,3,27,298.641068,311.382328,258.2455,252.104,9.308824232268773,5.29678103350346,65.39987639618722,10.053651557806381,25.665700064289922,41.41666666666667,24.241346999999994,259.1572289120001,4,-3.5209265459101275,99.0
41,20,21,0,43,22,30,36,3,0,1,29,294.559184,318.983256,264.442,257.10400000000004,10.040912781867805,5.048121308848995,69.91751128066905,5.316788604006331,13.592428388589767,36.833333333333336,21.637346999999995,263.1673996720002,3,-5.813986379507158,51.0
33,18,15,0,34,19,21,27,0,0,2,24,244.649933,257.41519,214.81900000000002,208.804,11.005716585128178,3.9076598844575687,63.0716630129009,5.316788604006331,18.57640690953697,31.869011466469306,18.138105,302.04186058000045,4,-5.104235479290806,66.0
53,30,23,7,57,34,44,50,3,0,8,51,424.07967199999985,456.187488,383.367,375.775,12.081264402524711,7.0300087836569825,103.8821576823156,28.421177722800287,52.583978337324524,67.83333333333334,36.06776100000001,413.1474520760006,4,-4.779726304011,30.0
80,44,36,11,83,47,62,72,4,3,11,70,642.8928479999997,664.7677719999999,556.746,546.387,17.786699265610196,10.47442692371333,153.74060067751878,49.734641017944185,64.63277622965337,111.19136954833587,47.399452000000046,612.2319099720011,8,-5.153063080820296,0.0
140,65,75,17,142,67,134,134,25,11,17,92,1095.4698599999997,1120.8392359999998,929.0205,911.883,30.02710471670625,21.52235770094791,235.84786807181342,80.85292063561016,165.58095367093316,173.5833333333334,83.35052500000012,925.5034999400025,3,2.53791527943355,0.0
137,71,66,10,141,75,112,124,16,3,14,101,1065.925126,1105.737181,922.2504,903.4516,35.67423545052857,19.91137955984712,233.67019837719351,68.98841588783802,146.85382380352922,178.94115999314297,78.16766200000009,1018.4404803120019,17,-8.994983175697131,2.0
42,22,20,0,45,25,33,39,0,0,5,36,312.108445,345.4876480000001,288.4885,281.45399999999995,12.326535507941909,5.596049000405603,75.16643346767908,15.116608065707286,48.862136853785714,39.52695769820272,27.654139999999995,312.14086764000064,0,-4.323307443464387,60.833333333333336
71,41,30,6,75,45,46,62,2,1,11,65,561.5489960000001,595.40206,501.3378,491.7037,15.542046628229153,9.383739941884617,134.67332998952884,23.2447918705388,41.25104465944293,86.65282516087645,40.460210000000025,558.222682680001,10,-8.195113171881456,26.666666666666668
32,22,10,6,33,23,18,24,0,4,6,32,273.26543200000003,274.10407599999996,232.3446,228.5749,6.850002685836875,3.69411996298544,74.30901881136964,20.426109579362823,32.36472015526652,69.33333333333334,12.908069999999995,302.0538860400003,4,-1.6890719076510712,2.0
41,22,19,1,44,25,28,37,2,0,4,37,307.336728,336.08294,281.418,274.65,9.429614158997124,5.272352963699888,72.92329000658891,9.134199295582711,19.901422762894853,41.56950129125725,24.488933,293.15281222800047,2,-4.018167211487891,61.0
88,35,53,5,88,35,85,85,20,0,5,42,651.7137719999997,662.227764,544.3810000000002,531.854,19.099745376987446,13.921361387676306,125.09603900221208,14.790514511606428,36.59847948666439,76.0,59.815971000000076,495.39237379600144,23,-7.969992253959912,0.0
43,20,23,1,44,21,32,38,1,0,2,27,313.807312,330.733732,273.86999999999995,267.02500000000003,10.253374939407907,4.614078451867508,69.79647051490242,9.636772684650527,32.14689206663036,38.83333333333332,26.519760999999995,269.1779643560004,6,-4.649218490203282,90.0
50,22,28,4,50,22,47,47,7,0,5,29,382.57538399999993,387.319528,320.7345,314.5370000000001,10.455226743259681,7.238874857938472,75.54443333978114,20.524181988768614,42.7749814156088,53.83333333333334,33.297796000000005,312.20490737600085,7,-2.4731535828758635,77.5
44,20,24,4,44,20,41,41,7,1,4,27,340.6204959999999,343.6281360000001,284.97799999999995,279.737,9.111840543080001,6.382079082969359,68.50472135465535,20.893846429809273,41.274626845936595,52.83333333333333,27.548967999999995,284.1736072480007,6,-1.3783698077310282,79.0
85,41,44,12,90,46,88,88,14,8,12,76,674.5079720000001,716.2683519999999,595.6614999999998,584.6,18.30636790601877,14.769884739453335,152.0150277484442,55.06280802012578,120.25518144124406,108.0,50.21710800000007,584.2832768480013,4,0.3292845314714836,1.0
47,28,19,5,50,31,36,42,2,1,6,48,377.02795699999984,397.643016,334.1561000000001,326.949,13.242760966375918,7.023410435516629,91.22181350665116,19.846320666670863,55.151342053953705,66.15922495305388,28.140933,401.1045417080005,4,-3.4697998368378884,33.0
8,6,2,4,7,5,5,5,0,2,2,6,81.924824,66.618388,56.7265,56.65000000000001,1.2749170752734995,0.9377669605174356,23.0,10.213054789681411,22.151665365585107,29.333333333333336,3.742414,89.995308544,0,1.4700544977399834,7.0
52,22,30,3,55,25,54,54,7,1,3,42,384.87887199999983,414.368868,341.8985,333.45,11.889467198468079,8.987480868105775,79.93557702516058,9.843390348640755,23.28376545828916,45.25000000000001,32.70021,306.2194948200008,0,-3.5621155711234764,97.0
37,22,15,3,39,24,21,30,2,1,3,32,286.7630319999999,302.524288,253.745,247.55,8.707344093518106,4.3563872417291005,70.57700754232928,9.523678331894054,16.059811203739766,46.66878590325019,18.792105,293.10519334000037,5,-4.9344619140249035,96.5
31,20,11,2,33,22,19,25,0,1,3,31,246.1931730000001,259.609458,218.8935,212.979,7.694053029121938,3.8313291878670888,61.81297930813772,10.423315998847038,22.953293297697787,43.919163814702856,14.123276999999998,286.0509052720003,1,-4.312726778417728,96.25
31,19,12,2,33,21,19,25,1,0,2,30,240.83601200000007,255.99242,215.5655,210.458,7.058196418631352,3.595699351041264,59.62206974728573,5.733667477162185,11.814359458703013,47.50000000000002,14.914483999999995,252.08987762400002,0,-3.0743290776705763,95.0
21,11,10,3,21,11,19,19,2,1,3,15,172.88615600000008,171.1989,143.548,141.65800000000004,3.937167008256666,2.8383620198593533,37.83533515140642,15.740104602853368,41.01427578396765,35.166666666666664,12.908069999999995,158.06914218,2,0.6092495140269382,72.0
50,24,26,4,53,27,46,49,7,1,4,41,381.55836800000003,410.88694,342.0005,334.65,11.354854593155515,7.1989750559414745,83.34503266754342,19.063284160135428,66.15375471513069,51.78621265153597,32.703382,332.1856347320908,5,-2.9341863908207713,1.0
42,19,23,3,42,19,35,38,2,1,4,23,317.889196,325.41734799999995,269.46000000000004,264.05400000000003,9.329479182166974,5.055060357529693,66.11365797436261,19.897041906447136,37.01085494667538,43.00000000000002,27.115760999999992,265.16779359600025,9,-3.28350477246666,44.5
57,26,31,3,58,27,50,53,5,1,4,35,424.42052,440.25815599999993,364.262,355.725,13.17612986793498,8.104324139565664,90.87068142121612,9.843390348640755,42.21689359589367,56.91666666666667,35.41341700000001,357.2303938520009,7,-4.007869891777025,6.0
44,23,21,4,48,27,41,44,6,1,5,45,340.42553199999986,374.068572,312.701,305.725,10.144430828046977,6.802559670152976,78.6004884708341,19.480163033291284,54.23876602980337,51.00000000000001,27.117346999999995,315.14705815200057,1,-3.260152521392681,57.75
46,23,23,3,47,24,34,40,3,1,4,31,348.05125999999984,360.62656,299.703,292.80400000000003,10.7558662577635,5.402784613953241,78.57104993863621,15.160178952647085,30.586167117543717,53.33333333333334,26.247761,313.16779359600065,8,-4.3815963865208785,85.0
43,19,24,1,44,20,37,40,1,1,3,30,315.6463799999999,332.5624400000001,274.9934999999999,268.654,9.73355670704986,5.329074550544859,66.10879750429582,10.423315998847038,24.03165999242313,39.25,25.786967999999995,260.18886338800013,2,-4.978815589032455,11.0
41,22,19,4,45,26,38,41,6,2,5,44,319.44808799999987,352.15296,294.66700000000003,288.175,9.442474163289804,6.50871694663607,74.88240417602691,19.849827474331942,52.23549588336654,51.49999999999999,23.374932999999995,301.1314080880005,0,-2.5645159717302333,10.0
57,33,24,9,60,36,49,52,2,6,10,60,467.70320399999986,486.086536,408.0575,400.908,12.445979061901893,8.332810080823847,115.2324855613325,36.372831846206424,84.85494571521042,99.50000000000004,27.820968000000004,460.14818034800055,2,-0.5470836773367551,58.0
113,62,51,14,119,68,94,103,9,3,14,105,894.1715759999997,933.8105519999999,780.8514999999999,763.704,26.082205560925107,16.171158546655843,217.09104285404544,44.320685557528705,105.32000992501608,160.49999999999997,65.62155700000011,853.3309553120015,10,-6.5326062568672505,6.5
58,31,27,3,62,35,45,55,6,1,7,51,451.69208799999984,484.57348,406.6711,398.27,13.100995637114018,8.576125169383795,100.55300376531869,14.529532062664533,44.34844776929292,51.618598652626375,35.36358900000001,426.2067189440008,4,-5.486072983326631,28.0
46,22,24,1,50,26,43,46,6,0,2,39,338.26792799999987,376.7512,313.4715,305.55,10.76554693287548,7.28386297251742,75.53273303026499,9.799819461700956,47.927865643850716,41.16666666666668,28.364967999999994,296.18886338800064,1,-3.4027973377375944,97.0
24,13,11,7,23,12,21,21,1,5,4,20,212.83875,195.220944,159.5556,156.493,16.462204105391955,3.680957741026948,51.75849562985736,30.413841283012797,36.30815783183069,32.68819444444445,27.881277,235.001074952,4,2.451979058948773,1.0
101,41,60,4,106,46,104,104,17,0,4,73,740.8360359999998,798.723528,659.328,643.9000000000002,22.468627828203374,15.860070258436885,145.5154495911412,18.439787622989346,85.47065631409016,75.81100021722851,69.9604200000001,572.4542112401816,4,-7.049760167879665,0.0
74,30,44,3,76,32,73,73,10,3,3,48,539.261496,569.0130320000002,467.6025,456.1,17.014492939684864,11.720678951132502,110.09833150334076,15.319582184522115,33.128565771002414,61.83333333333332,44.14110800000004,416.32904526800115,5,-3.5246607704901,72.0
87,42,45,14,90,45,90,90,17,8,19,67,713.6949520000002,746.075508,623.1439999999999,616.015,15.880158610397814,13.931224970491696,147.95236373790468,97.94173426733688,176.8957796512411,120.3333333333334,52.71031500000008,615.2963011200012,9,6.006366528307186,2.0
44,24,20,3,47,27,35,41,1,0,4,37,343.89586799999995,367.971896,308.60799999999995,301.85400000000004,10.47565353108,6.097314982590286,78.30527235767526,19.52737746540648,26.489337082437896,40.32958299341551,26.95514,329.14272172000057,4,-4.984526385847827,50.0
44,24,20,3,46,26,33,40,0,1,5,38,349.21810799999986,362.755052,304.9235,299.0250000000001,9.834085367443633,5.752410934319684,77.4132610221676,19.473446504333012,53.76953966776187,46.88804374527589,28.04314,333.1488697200006,3,-2.914105974521469,95.0
50,21,29,2,51,22,45,48,5,1,3,30,367.46981199999993,385.7579520000001,318.0884999999999,310.8040000000001,11.30010447274082,6.9000883885983875,74.28707320435359,15.160178952647087,29.901057405397854,42.24999999999999,31.399002999999997,291.2198291680008,6,-4.2276904571681575,93.0
33,18,15,3,34,19,23,30,1,2,7,26,267.245448,278.007188,234.15099999999998,231.162,6.243672350582726,4.451510423566468,61.05844055608232,25.49780043558216,42.945853929340224,47.784629629629634,19.906105,253.11748934,5,-1.2606841745248207,1.5
22,16,6,2,22,16,16,19,0,0,3,24,197.91810500000003,185.797106,157.0545,149.97500000000005,7.654729156432,3.6882682224116587,76.28452093283093,9.473725907600098,19.203573603502274,16.959832451499118,13.181241999999996,322.8841168320002,2,-5.385265286669762,49.0
20,9,11,2,19,8,18,18,1,1,3,12,157.25460100000004,150.63731,123.775,121.351,7.081163604802549,2.9026039132003287,30.503405942253146,10.84019487200289,21.864695965158077,24.48907407407407,13.793277,149.051049592,2,0.14226940618613915,50.0
41,23,18,4,43,25,34,37,3,1,4,38,324.134593,337.428352,282.057,275.529,12.08076846984112,6.180948981496448,75.79243836382041,15.323225729697516,49.99467879682826,59.326292569496935,25.401726,334.09872805600054,4,-2.1787497869586083,30.0
29,21,8,12,28,20,24,24,0,0,12,26,292.4774279999998,267.289168,231.4692,232.94,3.5856330587114464,4.447082114369515,78.82516881843708,19.350354334946534,46.77400402978185,85.25000000000003,15.073655999999998,316.0138716960002,12,-0.5207174449501721,60.0
49,25,24,2,50,26,36,42,3,0,4,33,372.022916,388.7381840000001,324.249,317.72399999999993,10.854205304763264,5.745626590353195,83.79802480780202,20.94106086192447,24.88500350054037,58.5,26.40896799999999,340.18992600800067,10,-4.643819344425231,0.0
48,21,27,1,50,23,43,46,3,1,2,35,348.221684,374.14546,309.0035,301.225,11.300692657195475,6.60741131202017,74.68576862297061,5.106527394840706,29.137790766664292,40.58333333333333,28.796588999999994,285.2092644840008,2,-3.9310917864197332,19.0
34,16,18,3,34,16,31,31,3,0,3,23,264.336448,263.48900000000003,218.9825,214.708,7.0458486396621165,5.118991626802722,54.290056229058244,0.0,17.845473971041084,44.08333333333334,21.801725999999995,226.131742436,4,-3.180054046202029,80.0
47,24,23,5,48,25,39,42,3,1,4,35,367.21417599999984,373.222804,310.91599999999994,304.225,10.578270472694633,6.532159324351097,83.45987289277831,9.843390348640755,35.601040493756784,63.33333333333332,29.123760999999995,333.15762283600066,6,-2.5001356039484994,58.0
54,28,26,13,56,30,56,56,9,8,13,44,461.36011199999984,474.98282400000005,397.44999999999993,393.1,10.103742711001335,8.934917260536299,110.8373320341956,64.53653392772588,134.47864273000476,86.0,34.76338200000001,414.13734089200057,4,4.708863516088588,3.0
53,35,18,21,54,36,46,46,6,6,17,57,511.6989439999999,495.847376,412.0152,403.84,21.426711551676785,8.450544818256661,143.6743599079311,24.42364365108155,124.51285793594464,14.145778745765217,56.83372600000003,601.9223415960005,10,5.0572460658169565,3.0
38,20,18,3,39,21,26,34,3,0,7,30,299.8207519999998,307.480604,258.0855,253.425,7.8249093415168405,4.925771732341686,66.99807370386415,9.361636831863176,24.468522410686212,48.129928692155886,26.931726,278.13789043600053,5,-2.081087673504848,22.5
48,22,26,0,51,25,41,47,4,0,2,36,347.096989,382.0424,315.9009999999999,307.32899999999995,14.253566660283914,7.833134704077686,77.32694861456402,4.9839785209472085,41.023864683029,35.98540690350214,30.82338199999999,314.18166983200075,4,-5.063957943745701,38.0
55,20,35,0,57,22,57,57,15,0,1,28,388.61767999999984,418.630104,342.982,334.1040000000001,12.400248001714544,9.513675516612427,75.64868393964369,5.316788604006331,12.586597235060534,30.333333333333336,35.682245,277.2769501200006,4,-4.413379918133488,73.5
58,26,32,5,59,27,56,56,11,1,5,37,445.42250399999983,455.984156,377.988,370.329,12.269848378523589,9.066066875649392,89.8134901422373,14.743300079491231,58.62647271205115,64.66666666666666,38.722624000000025,368.2311221240009,8,-2.227099706298058,70.0
