nAtom,nHeavyAtom,nH,nO,nBonds,nBondsO,nBondsS,nBondsKS,C2SP3,NsOH,nHBAcc,MPC2,ATS0se,ATS1se,ATS1pe,ATS1are,ATSC0p,ETA_eta_L,ZMIC0,PEOE_VSA1,SlogP_VSA2,VSA_EState9,bpol,MW,nRot,FilterItLogS,bioavailability
81,43,38,10,84,46,72,75,6,6,12,71,648.3002999999999,670.875176,561.0459999999999,551.116,17.33685702127488,11.832805672006293,147.58824462488684,41.68962045021275,103.97557303937367,122.16666666666666,43.87386600000005,602.258793416001,10,-2.7319796202100948,99.5
49,21,28,1,52,24,50,50,9,1,1,38,352.27902799999987,385.112984,317.36749999999995,308.7,11.819958074188001,8.685138080971925,77.15428848556967,5.106527394840706,10.707578205824394,39.5,28.089796,284.2140155160008,0,-3.291937269503551,30.0
26,12,14,6,25,11,25,25,4,6,6,14,219.41188800000003,211.673948,175.43249999999995,173.95000000000005,4.353788549485845,3.801933593836835,47.740197600461975,30.63916436904423,68.26879384906327,44.33333333333333,14.044897999999995,182.07903816799998,5,2.565914580946247,7.0
44,21,23,0,47,24,35,41,4,0,1,35,315.5366279999999,348.29955199999995,288.66700000000003,280.60400000000004,10.76748959186516,6.028132259921111,74.16589840534715,5.316788604006331,13.592428388589767,37.25,23.643760999999994,277.1830497360006,4,-6.214555354161629,68.0
78,37,41,1,82,41,70,76,14,0,5,60,590.491884,626.48882,522.4871,510.9289,17.707300290511952,11.930632998463675,124.31601762096359,9.883888251797686,50.122519956898486,52.77413640844296,49.355487000000046,513.3279173720011,8,-6.239686148425768,23.0
33,20,13,1,36,23,23,29,1,1,3,35,253.81890099999998,278.960862,234.518,227.9,8.34069987347697,4.330179247629598,62.747592408070204,10.006437125691184,28.931569723273608,37.73815839247222,16.401690999999996,284.0716407160004,1,-4.200338455146341,93.0
35,22,13,3,37,24,19,28,0,0,4,33,278.64834399999995,293.1787520000001,247.72099999999998,242.558,7.712201700537543,3.9488448942881256,70.12961432044392,9.720841474747257,28.954239600475308,55.16666666666667,18.793691,295.09569127600037,3,-4.285403530691854,14.0
33,12,21,0,34,13,34,34,3,0,1,22,234.235056,251.118612,205.9195,200.854,7.272695278846909,5.066009873748579,44.65331386517313,5.316788604006331,12.586597235060534,20.166666666666668,21.637346999999995,167.16739967200002,1,-2.928397100069042,99.0
30,19,11,2,31,20,18,24,0,1,2,28,240.52664600000008,244.069844,204.945,198.454,8.362152902981368,3.613036258535921,63.10779273465015,10.423315998847038,11.075832682792557,37.114002267573696,13.493276999999996,295.0166839520004,3,-5.041931209016379,65.099998
38,19,19,2,39,20,27,33,0,0,3,25,285.20413999999994,299.709424,249.4665,243.775,8.939445574591815,3.9074336201397126,64.48646930720125,14.373635638450574,31.830036831452645,39.16666666666667,24.242932999999994,257.14157884800005,6,-3.4494937284237834,21.0
51,27,24,5,53,29,40,46,4,2,6,40,399.2153079999998,418.833052,349.9975,343.18699999999995,11.441409554944153,6.643743720734358,91.53920291282637,30.737236778450022,35.499774060193275,66.83333333333331,28.416968,372.1685218680007,8,-3.8939016388248575,38.0
57,25,32,3,60,28,57,57,7,1,3,47,420.93734799999993,448.73231200000004,370.3565,360.7,13.333397369950873,9.602724018965377,90.30269010674265,5.106527394840706,22.274068098554267,54.58333333333334,33.838624,344.2351448840009,1,-4.165706177250495,15.0
62,28,34,4,65,31,61,61,7,0,4,51,462.80702399999984,488.222324,403.665,393.25,14.452534311358836,10.212293788435083,100.64763006864645,4.736862953800049,23.13684599166541,62.74999999999999,38.449038000000016,386.24570956800085,2,-4.786098647659256,10.0
33,18,15,2,34,19,21,27,0,1,2,26,250.789768,260.996188,217.7715,212.554,7.801901353006969,3.4818054269284078,59.28180062306446,10.423315998847038,11.075832682792557,43.5,16.486105,241.11027872,3,-4.061299875787401,90.0
42,26,16,1,44,28,33,39,5,1,3,43,365.439184,356.606416,304.0125,298.654,10.368755010313901,6.778927799585698,87.97041729924628,10.423315998847038,22.67710315084845,7.721681221616287,24.439311999999994,378.11668245200036,2,-5.490456484640408,80.0
60,28,32,4,63,31,58,58,6,0,4,51,449.3700959999998,473.98706,392.445,382.25,14.126708569478405,9.719743576415318,99.95535770119561,4.736862953800049,23.13684599166541,63.58333333333333,36.44262400000001,384.23005950400085,2,-4.769325456429041,90.0
62,31,31,4,64,33,54,57,8,1,5,45,478.5787799999998,498.68858,416.164,408.045,13.250857696643374,8.825448273321932,103.92872145617271,21.056893206859698,58.798916128224384,78.5,35.983416999999996,429.23760447200095,9,-3.0267036802161402,20.0
33,17,16,2,34,18,26,29,1,0,3,24,252.62883599999998,263.17355200000003,219.6895,214.954,7.403583844088727,4.042718849615309,56.75146377429321,10.053651557806381,25.776334256076932,39.00000000000001,20.365312,232.121177752,4,-3.4101720059710305,26.0
36,23,13,4,38,25,23,29,0,1,6,38,294.40672599999994,307.095936,256.8801,250.1248,13.195101871273634,4.835304857794348,76.36676844601888,5.106527394840706,35.76837060344178,39.765719403502146,26.445690999999997,351.03474789600034,2,-2.9971430159268126,93.0
37,19,18,2,37,19,30,33,2,1,3,24,290.2170139999999,289.974384,241.2895,234.808,10.074742338009678,5.2312606678848566,65.02046106350443,15.74010460285337,41.967193213706345,37.554933413592614,21.085726,304.07453317600044,8,-3.4344064673603953,64.0
34,13,21,0,36,15,36,36,6,0,1,27,241.77557200000004,266.13065200000005,218.753,213.183,7.689963358346382,5.6903304012807805,48.245048930939205,5.733667477162185,5.538925252383344,22.08333333333333,20.497347,179.16739967200002,0,-2.7982167903996493,99.5
39,18,21,2,40,19,33,36,2,0,3,26,291.10055199999994,303.910804,251.9145,246.025,8.95862336689543,5.0866210152486815,62.28132751284567,9.636772684650527,37.613281777817576,38.583333333333336,25.381346999999995,247.157228912,3,-3.2275908861187985,53.5
41,19,22,2,42,20,32,38,2,1,3,27,308.020652,324.475128,269.3905,263.908,9.119188206314195,5.0645601291728495,64.74478754279752,20.144157473594294,35.387951503109676,40.833333333333336,24.946553999999992,262.16812794400016,6,-3.966169550069395,82.0
40,18,22,1,41,19,34,37,4,0,2,26,294.668936,309.663332,256.5625,250.629,9.0501391984051,5.01521886197827,62.2834582486854,5.316788604006331,30.44135867793971,37.5,25.218553999999994,246.17321332400002,2,-3.605103834850412,55.0
40,17,23,1,41,18,35,38,4,1,2,25,291.18576399999995,307.972352,254.051,247.975,9.205421868498973,5.3728799186312886,60.31163082227511,10.006437125691184,30.143621920193524,33.58333333333333,24.783760999999995,233.177964356,2,-3.395274448785232,9.0
14,10,4,0,15,11,4,11,0,0,3,15,114.12682899999996,124.159706,106.196,104.508,5.007323756711429,1.8407596792830607,36.79093806084509,9.967957041894415,19.935914083788838,18.214166666666664,8.662828,152.015667128,0,-1.9567112906048345,16.5
51,26,25,5,53,28,49,49,5,2,6,43,402.25770899999986,418.410852,348.81049999999993,341.754,13.885514081408825,8.214457328838746,86.46174726001195,25.329662855388694,81.8742254453306,67.22111772486771,34.134175000000006,383.1514919000007,5,-0.4720180240982746,0.0
13,7,6,3,12,6,10,10,0,1,3,8,112.934662,101.801234,81.9701,79.138,8.40265217443523,2.2289155309225586,33.08540266752071,0.0,24.47625407151288,-0.10223765432098753,15.135241999999998,141.975836052,2,-0.1252131422369256,62.0
54,22,32,2,57,25,56,56,9,1,2,41,392.5045999999999,423.617396,348.5795,339.4500000000001,12.507749666772144,9.409005112528057,80.81969962494959,5.106527394840706,16.993738728953947,43.16666666666667,32.970623999999994,304.2402302640009,0,-3.6517858228037055,3.0
59,30,29,2,63,34,46,55,3,0,4,49,440.65669599999984,481.27185599999996,401.6575,392.154,13.722314697332711,7.767740190311615,100.57949090180759,19.520660936448213,41.739275073230544,58.24277891885482,35.68700300000001,403.2259771680008,4,-5.161280218915884,23.0
20,9,11,0,19,8,17,17,0,0,2,10,155.07334800000004,154.265824,129.116,128.17000000000002,3.055121265002549,1.7942008713102893,33.86335853677223,10.633577208012664,30.914362833692532,25.83333333333333,12.745277,129.10144535199998,0,0.16792592928332606,49.0
54,32,22,8,57,35,45,48,2,5,9,57,440.9145599999998,459.463852,386.1075,378.958,11.979690582623995,7.7875742777966614,109.86377378805444,31.266304451365713,79.74841832036972,94.91666666666669,25.814554,442.13761566400046,2,-1.1505627513569074,58.0
50,23,27,1,51,24,38,44,3,0,2,33,363.30271599999986,379.33243999999996,313.548,305.2750000000001,11.978736138544582,5.839999679861605,80.88575187173096,4.899909730850478,30.820339471717762,47.58333333333333,29.66458899999999,309.2092644840008,7,-5.125689434056539,92.0
57,26,31,2,58,27,45,51,4,0,3,37,418.60931999999985,435.41125199999993,360.0345,351.0250000000001,13.453323901478846,6.814382433427503,91.1528880055594,9.636772684650527,37.11036620105297,54.41666666666666,35.413416999999995,353.2354792320008,8,-5.275444000546432,47.0
26,11,15,0,26,11,20,23,2,0,1,13,186.38375600000003,193.331788,159.25449999999995,155.35399999999996,6.039525665387885,2.8526848104300755,39.94456171342517,5.316788604006331,13.089512811825152,21.0,15.618104999999995,149.12044948,3,-2.9000239638035796,68.5
37,18,19,0,38,19,27,33,0,0,4,24,272.566797,289.50528799999995,240.2865,234.35,11.289443506442113,4.306768968421905,62.36953461129928,9.799819461700956,37.06874502897722,32.869544359410426,26.080932999999995,261.1299686080001,6,-3.416127134963938,20.0
13,7,6,0,13,7,7,11,0,0,2,9,99.61996899999998,103.381066,86.5795,84.979,5.496944886435234,1.5125131019014109,26.01682618206697,9.551078168738565,9.551078168738565,9.19675925925926,9.529241999999998,114.025169192,0,-0.547645966636144,93.0
55,33,22,5,57,35,37,46,3,2,10,49,446.9881959999999,461.939076,390.4035,384.295,11.068104901824979,6.530012762602675,110.55244650984552,31.897088078862595,61.084271990550604,92.0,30.374554,454.17131580400064,9,-3.2317187984734383,46.5
28,15,13,4,28,15,21,24,1,3,4,22,226.35369200000005,226.22367599999998,188.825,185.783,5.998808196484108,3.2757660660284147,52.54706000863615,21.053249661684305,26.827812724857306,46.41666666666667,13.339690999999995,211.08445789599998,3,-0.6557285587512687,46.0
50,25,25,2,53,28,41,47,4,1,3,41,376.08026,407.349408,339.7195,332.18300000000005,11.3673019186125,7.046506436612757,84.0388225642567,15.407294519794245,53.1805873873885,54.00000000000002,28.798174999999997,339.19467704000067,4,-3.9898411203239794,60.0
36,17,19,2,37,18,30,33,4,0,3,23,270.123108,282.066032,234.0205,228.604,8.271980916950751,4.8566717058296,58.468071710561325,10.053651557806381,25.665700064289922,37.0,22.234933,233.141578848,3,-2.9816851103923403,26.0
32,18,14,3,33,19,24,27,1,0,3,28,252.54362400000002,257.70901200000003,216.2215,211.62900000000002,7.111109111185876,4.075714004248582,59.66860190717872,0.0,29.79305568456875,48.91666666666668,18.928898,246.100442308,2,-2.9780331325084313,73.0
57,27,30,5,60,30,56,56,5,3,5,50,434.20385199999987,459.271888,380.59649999999993,371.6,13.155417682941929,9.580082090674953,96.9142989678557,15.319582184522115,45.197971240496905,66.91666666666666,31.83221,374.2093240600008,2,-2.3134975180716992,82.0
52,22,30,2,55,25,53,53,8,1,2,42,379.06767199999985,409.38213199999996,337.3595,328.45,12.213238209237304,8.918456249468539,80.2506957128612,5.106527394840706,16.490823152189332,44.08333333333334,30.964209999999994,302.2245802000008,0,-4.0840259369873415,60.0
53,26,27,2,56,29,44,50,4,1,4,43,397.05770399999983,429.19418,357.6135,349.6040000000001,12.065588765584865,7.319001659112004,87.84238584979435,14.990415646638393,52.76370851423265,53.302239284985504,31.944588999999993,353.2103271040008,4,-3.5424436992133415,13.0
46,26,20,6,48,28,39,42,2,1,6,43,371.81546899999984,384.258636,321.8625,315.279,13.026073719162607,6.686321291674774,87.6565821466493,24.79695163729761,64.21427387938333,68.21332845175108,30.88014,380.10420736000054,5,-2.2998722477858458,0.0
42,20,22,2,42,20,35,38,0,0,4,26,322.757397,327.74505800000003,272.565,266.637,9.994226482037146,5.112878705407797,66.369512949008,20.687228765819047,44.09591262512981,41.4969954649249,26.894554,299.14005462400064,7,-4.199430716596491,78.0
40,24,16,3,42,26,27,33,0,0,4,40,319.62321000000003,333.07769,278.2941,270.3828,12.438204380150399,5.0323146760014215,76.22522820954684,5.316788604006331,20.49075232581497,38.22832496965261,25.795312,365.0600900520005,2,-4.509918280336927,65.0
57,30,27,3,60,33,45,51,3,0,6,48,435.43763399999983,463.286696,384.2759,373.713,18.740233100275265,8.003791054201807,99.24845942249218,15.533486938863142,51.65968125169262,46.970905993482425,39.920589000000035,445.1493837240007,6,-4.784871622941458,20.0
44,19,25,3,44,19,38,41,3,1,4,23,331.32612399999994,339.6526120000001,280.68,275.05400000000003,9.602633554619883,5.449011482467184,66.42824595337234,19.897041906447136,44.12065248795291,41.5,29.12217499999999,267.1834436600003,9,-3.628788942671037,44.0
21,12,9,3,21,12,15,18,0,1,5,16,176.36932800000002,175.033752,148.1547,146.74,3.815076609509142,2.561867305105775,41.35216017954625,15.220845663606278,26.187798576909856,35.97222222222223,13.044862999999998,171.064391148,3,-0.8824210444257117,89.5
30,13,17,1,30,13,24,27,1,0,2,17,220.71291600000006,227.56582799999998,187.847,183.683,6.7884282102543,3.344109506155729,45.37577324082494,10.470530430962237,12.648722793660882,27.333333333333336,18.220519,179.13101416400002,3,-2.937996422574913,88.5
40,20,20,0,43,23,31,37,2,0,2,33,290.50184,323.165756,269.2545,262.29999999999995,9.53789686849,4.8910659237796255,69.0127000078506,9.799819461700956,31.581850931265397,36.0,23.48414,264.1626486400002,0,-3.9157796586758447,23.5
74,36,38,3,77,39,60,69,5,0,5,55,560.6366519999998,590.2331360000002,491.596,480.479,17.089435042019346,10.038758667505453,120.11032782647068,19.357614159397787,60.29208717197323,65.11735727278236,46.994866000000044,495.2897202960011,11,-8.13346541893195,72.5
39,25,14,1,41,27,24,33,1,0,3,37,311.8452719999998,322.385892,271.116,261.17499999999995,11.498658594080766,5.251385290986357,90.10484267301638,9.303962601591405,9.551078168738565,30.80913487536039,20.670898,413.9860237880004,6,-7.051862463506563,25.0
36,23,13,0,39,26,21,30,0,0,3,38,281.74985299999986,302.639406,255.9435,248.8,9.00801426677364,4.405677114306244,70.9059361239122,0.0,15.262763171509265,30.407670365471287,18.654691,325.0782033160004,1,-6.075702637683389,42.0
36,18,18,4,36,18,29,32,1,1,5,23,285.22867999999994,288.33468,240.5825,236.737,7.503675435196554,4.135629498685612,61.55321946800221,25.630709383609318,38.32281501857243,47.5,22.397726000000002,254.12665705599997,6,-2.1281467768567546,93.0
67,32,35,2,71,36,61,64,7,1,3,56,490.7262719999998,531.606592,440.68549999999993,428.975,16.159209031207162,10.16823526536493,111.16834320324226,10.006437125691184,30.586167117543717,64.99999999999999,37.69024500000001,429.266779360001,2,-5.690771301461194,69.0
31,14,17,5,31,14,31,31,4,5,6,19,251.4982320000001,254.492112,211.291,208.775,5.638649135937487,4.604293072547874,50.388076549729995,25.53263697420353,81.08956343829786,43.33333333333334,18.764519,207.110672644,3,1.9712365244945156,60.0
36,15,21,4,36,15,36,36,6,4,5,20,280.10140399999995,285.656252,236.006,232.325,6.9601919049843035,5.436976427878597,52.60174892550857,20.426109579362823,69.37615407894423,40.83333333333333,22.777346999999995,219.147058152,4,0.6032339993200384,97.0
40,18,22,1,41,19,34,37,1,0,2,27,294.668936,309.59434,256.391,250.458,9.050139198405098,5.333830047743105,62.2834582486854,10.633577208012664,30.44135867793971,38.91666666666667,24.078553999999997,246.17321332400002,5,-3.149393834850412,84.5
25,16,9,1,26,17,12,19,0,0,3,23,194.90899199999998,202.053084,170.6275,166.62900000000005,5.397171815610238,2.7485382076948737,50.565349021031246,4.9839785209472085,9.967957041894415,41.33333333333333,12.176862999999996,211.074561908,1,-3.8000135298059496,86.0
60,33,27,7,63,36,52,55,3,4,9,58,478.8973159999999,501.43624800000003,420.181,412.283,13.153832631540984,8.343416155993824,111.96324685112972,31.059686787375483,82.63326850313508,91.58333333333331,32.540589000000004,457.18490020400077,3,-1.8167900884152142,98.5
30,15,15,1,31,16,24,28,3,1,6,22,233.00150000000008,248.452152,208.5826,205.782,5.735398377034169,3.968498214960332,52.02629470519489,15.840830232789955,28.01115199945588,36.5,17.898104999999994,209.1276601,1,-0.5247659732246244,95.0
39,20,19,0,42,23,30,36,2,0,3,33,286.444496,318.50854,266.1435,259.65,9.034411214938977,4.811639751315019,68.84315260713015,9.799819461700956,36.56582945221261,36.99999999999999,23.620932999999994,265.1578976080003,0,-3.694577051177344,50.0
65,27,38,5,65,27,62,62,12,2,5,35,487.95156399999985,493.731228,406.2805,397.15,14.272626451924216,9.966767245938794,98.41763761139522,14.949917743481462,40.780419764007725,64.58333333333333,41.593866000000034,382.27192431600105,13,-4.289196975626947,83.33333333333333
28,18,10,0,29,19,17,23,0,0,0,26,221.05436400000005,222.45346,185.8695,177.05,8.823457745457858,4.134533526077251,74.57654362559616,0.0,4.836269690250054,17.49891893074102,12.072069999999998,317.95366104000027,3,-6.243206422190782,40.0
60,32,28,6,62,34,48,54,0,4,10,46,474.92518399999983,494.53212,413.922,406.716,12.903697838811727,7.681401102437972,107.66239792040095,41.69326399538814,84.474901836594,84.66666666666667,32.105796000000005,444.20088461600085,12,-5.664154247474648,0.0
154,74,80,14,159,79,132,144,12,0,14,110,1182.1543439999996,1239.7805559999995,1031.5005,1010.15,34.88484061861091,18.894697318658203,260.2745713380647,65.80841716098983,145.49078122209886,158.19381214599866,107.38456000000023,1028.5598580801823,28,-15.427890194157404,0.0
57,32,25,1,61,36,38,51,3,0,6,51,439.495516,474.950564,400.0765,391.629,12.802164518056138,7.131082093660687,104.80035947953293,14.366919109492311,45.69806083428328,56.40903927103057,35.04117500000001,432.20738764000066,5,-5.562440493875943,65.0
35,18,17,2,36,19,29,32,0,0,3,24,271.422925,281.063742,234.607,228.954,8.750059178736969,4.622507831302976,59.568226516218225,10.053651557806381,50.199879012878114,35.33907628530826,22.448519,268.0978554640004,4,-3.404713026264167,65.0
